Conference,Year,Name,Institution,Countries
icdcs,2017,Vincent Gramoli,University of Sydney,Australia
icdcs,2017,Xiaohua Jia,City University of Hong Kong,Hong Kong
icdcs,2017,Murat Kantarcioglu,University of Texas at Dallas,United States
icdcs,2017,Nei Kato,Tohoku University,Japan
icdcs,2017,Sastry Kompella,Naval Research Lab,United States
icdcs,2017,Sam Kwong,City University of Hong Kong,Hong Kong
icdcs,2017,Baochun Li,University of Toronto,Canada
icdcs,2017,Xiangyang Li,University of Science and Technology of China,China
icdcs,2017,Phone Lin,National Taiwan University,"Taiwan, Province of China"
icdcs,2017,Benyuan Liu,University of Massachusetts Lowell,United States
icdcs,2017,Jiangchuan Liu,Simon Fraser University,Canada
icdcs,2017,Xue Liu,McGill University,Canada
icdcs,2017,Tommaso Melodia,Northeastern University,United States
icdcs,2017,Aziz Mohaisen,SUNY Buffalo,United States
icdcs,2017,Guevara Noubir,Northeastern University,United States
icdcs,2017,Francesco Pasquale,Sapienza Università di Roma,Italy
icdcs,2017,Sherman Shen,University of Waterloo,Canada
icdcs,2017,Paul Spirakis,RA.CTI;University of Patras,Greece
icdcs,2017,Anna Squicciarini,The Pennsylvania State University,United States
icdcs,2017,My Thai,University of Florida,United States
icdcs,2017,Peng-Jun Wan,Illinois Institute of Technology,United States
icdcs,2017,Nicholas Zhang,Huawei Technologies,China
icdcs,2017,Sheng Zhong,SUNY Buffalo,United States
icdcs,2017,Emmanuelle Anceaume,"IRISA, France",France
icdcs,2017,Saurabh Bagchi,"Purdue University, USA",United States
icdcs,2017,Antonio Casimiro,"University of Lisbon, Portugal",Portugal
icdcs,2017,Xavier Defago,"Tokyo Institute of Technology, Japan",Japan
icdcs,2017,Felicita di Giandomenico,ISTI-CNR,Italy
icdcs,2017,Elias Duarte,"Federal University of Parana, Brazil",Brazil
icdcs,2017,Christof Fetzer,"Technical University of Dresden, Germany",Germany
icdcs,2017,Roy Friedman,Technion,Israel
icdcs,2017,Patrick Lee,"Chinese University of Hong Kong, China",China
icdcs,2017,Michael Lyu,"Chinese University of Hong Kong, China",China
icdcs,2017,Cristina Nita-Rotaru,"Northeastern University, USA",United States
icdcs,2017,Fernando Pedone,"University of Lugano, Switzerland",Switzerland
icdcs,2017,Sebastiano Peluso,"Virginia Tech, USA",United States
icdcs,2017,Ravi Prakash,"University of Texas at Dallas, USA",United States
icdcs,2017,Tatsuhiro Tsuchiya,"Osaka University, Japan",Japan
icdcs,2017,Ymir Vigfusson,"Emory University, USA",United States
icdcs,2017,Niklas Carlsson,"Linköping University, Sweden",Sweden
icdcs,2017,Ayse Coskun,Boston University,United States
icdcs,2017,Yuanxiong (Richard) Guo,Oklahoma State University,United States
icdcs,2017,David Irwin,University of Massachusetts Amherst,United States
icdcs,2017,Prabhakar Kudva,IBM TJ Watson Research Center,United States
icdcs,2017,Vijay Janapa Reddi,University of Texas at Austin,United States
icdcs,2017,Suzanne McIntosh,Cloudera & NYU,United States
icdcs,2017,Tajana Simunic Rosing,"University of California, San Diego",United States
icdcs,2017,Anand Sivasubramaniam,Pennsylvania State University,United States
icdcs,2017,Christopher Stewart,Ohio State University,United States
icdcs,2017,Devesh Tiwari,Oak Ridge National Laboratory,United States
icdcs,2017,Di Wang,"Microsoft Research, Redmond",United States
icdcs,2017,Carole-Jean Wu,Arizona State University,United States
icdcs,2017,Tarek Abdelzaher,"University of Illinois at Urbana Champaign, USA",United States
icdcs,2017,Carlo Boano,"TU Graz, Austria",Austria
icdcs,2017,Qing Cao,"University of Tennessee, USA",United States
icdcs,2017,Octav Chipara,"University of Iowa, USA",United States
icdcs,2017,Wan Du,"Nanyang Technological University, Singapore",Singapore
icdcs,2017,Simon Duquennoy,Inria;SICS,France; Sweden
icdcs,2017,Yuan He,"Tsinghua University, China",China
icdcs,2017,Wen Hu,"University of New South Wales, Australia",Australia
icdcs,2017,JeongGil Ko,"Ajou University, South Korea","Korea, Republic of"
icdcs,2017,Linghe Kong,"Shanghai Jiao Tong University, China",China
icdcs,2017,Mike Chieh-Jan Liang,Microsoft Research Asia,China
icdcs,2017,Margaret Loper,"Georgia Institute of Technology, USA",United States
icdcs,2017,Pedro Marron,"University of Duisburg-Essen, Germany",Germany
icdcs,2017,Luca Mottola,"Politecnico di Milano, Italy and SICS, Sweden",Italy
icdcs,2017,Edith Ngai,"Uppsala University, Sweden",Sweden
icdcs,2017,Gian Pietro Picco,"University of Trento, Italy",Italy
icdcs,2017,Mo Sha,"SUNY Binghamton, USA",United States
icdcs,2017,David Smith,"Data61, CSIRO, Australia",Australia
icdcs,2017,Eduardo Tovar,"Polytechnic Institute of Porto, Portugal",Portugal
icdcs,2017,Chenshu Wu,"Tsinghua University, China",China
icdcs,2017,I-Ling Yen,"University of Texas at Dallas, USA",United States
icdcs,2017,Haibo Zhang,"University of Otago, New Zealand",New Zealand
icdcs,2017,Ehsan Aryafar,"Intel, USA",United States
icdcs,2017,Zhipeng Cai,Georgia State University,United States
icdcs,2017,Mehmet Can Vuran,University of Nebraska Lincoln,United States
icdcs,2017,Guohong Cao,Penn State University,United States
icdcs,2017,Aveek Dutta,University at Albany,United States
icdcs,2017,Monisha Ghosh,University of Chicago,United States
icdcs,2017,Tian He,University of Minnesota,United States
icdcs,2017,Ravi Kokku,IBM Research,United States
icdcs,2017,Dimitrios Koutsonikolas,University of Buffalo,United States
icdcs,2017,Sandeep Kulkarni,Michigan State University,United States
icdcs,2017,Mo Li,NTU,Singapore
icdcs,2017,Shiwen Mao,Auburn University,United States
icdcs,2017,Joerg Ott,Aalto University,Finland
icdcs,2017,Neal Patwari,University of Utah,United States
icdcs,2017,Feng Qian,Indiana University,United States
icdcs,2017,Sampath Rangarajan,NEC Labs America,United States
icdcs,2017,Kay Romer,ETH Zurich,Switzerland
icdcs,2017,Theodoros Salonidis,IBM Research,United States
icdcs,2017,Thrasyvoulos Spyropoulos,Eurocom,United Kingdom
icdcs,2017,Lu Su,University of Buffalo,United States
icdcs,2017,Nalini Venkatasubramanian,"University of California, Irvine",United States
icdcs,2017,Xinbing Wang,Shanghai Jiao Tong University,China
icdcs,2017,Jie Wu,Temple University,United States
icdcs,2017,Jie Xiong,Singapore Management University,Singapore
icdcs,2017,Jongwon Yoon,"Hanyang University, Korea","Korea, Republic of"
icdcs,2017,Moustafa A. Youssef,Egypt-Japan University of Science and Technology (E-JUST),Egypt
icdcs,2017,Gary Chan,The Hong Kong University of Science and Technology,Hong Kong
icdcs,2017,Dilma Da Silva,Texas A&M University,United States
icdcs,2017,Schahram Dustdar,TU Wien,Austria
icdcs,2017,Sangtae Ha,University of Colorado at Boulder,United States
icdcs,2017,Robert Hall,AT&T Labs Research,United States
icdcs,2017,Bhaskar Krishnamachari,USC,United States
icdcs,2017,Tian Lan,GWU,United States
icdcs,2017,Martin Lehofer,Siemens VAI Metals Technologies GmbH,Austria
icdcs,2017,Qun Li,College of William and Mary,United States
icdcs,2017,Michael Rabinovich,Case Western Reserve University,United States
icdcs,2017,Eve Schooler,Intel Research,United States
icdcs,2017,Andrew Weinert,MIT,United States
icdcs,2017,Fan Ye,Stony Brook University,United States
icdcs,2017,Junshan Zhang,Arizona State University,United States
icdcs,2017,Yanyong Zhang,Rutgers University,United States
icdcs,2017,Ehab Al-Shaer,UNC Charlotte,United States
icdcs,2017,Salman A Baset,IBM Research,United States
icdcs,2017,Nilanjan Banerjee,UMBC,United States
icdcs,2017,Barbara Carminati,"University of Insubria, Italy",Italy
icdcs,2017,Aniello Castiglione,"University of Salerno, Italy",Italy
icdcs,2017,Dario Catalano,"University of Catania, Italy",Italy
icdcs,2017,Yan Chen,Northwestern University,United States
icdcs,2017,Lucas Davi,"University of Duisburg-Essen, Germany",Germany
icdcs,2017,Robert Deng,Singapore Management University,Singapore
icdcs,2017,Elena Ferrari,"University of Insubria, Italy",Italy
icdcs,2017,Aurelien Francillon,Eurecom,France
icdcs,2017,Michael Franz,University of California at Irvine,United States
icdcs,2017,Gabriel Ghinita,UMass at Boston,United States
icdcs,2017,Guofei Gu,Texas A&M,United States
icdcs,2017,Xinyi Huang,Fujian Normal University,China
icdcs,2017,Aniket Kate,Purdue University,United States
icdcs,2017,Florian Kerschbaum,SAP,Germany
icdcs,2017,Taesoo Kim,Georgia Institute of Technology,United States
icdcs,2017,Zhenkai Liang,National University of Singapore,Singapore
icdcs,2017,Dan Lin,Missouri University of Science and Technology,United States
icdcs,2017,Alex Liu,Michigan State University,United States
icdcs,2017,Kui Ren,SUNY Buffalo,United States
icdcs,2017,Seung-Yun Seo,Korea University,"Korea, Republic of"
icdcs,2017,Cong Wang,Hong Kong City University,Hong Kong
icdcs,2017,Danfeng Yao,Virginia Tech,United States
icdcs,2017,Xun Yi,"RMIT, Australia",Australia
icdcs,2017,Ting Yu,Qatar Computing Research Institute,Qatar
icdcs,2017,Alessandro Bozzon,"Delft University of Technology, Netherlands",Netherlands
icdcs,2017,James Caverlee,"Texas A&M University, USA",United States
icdcs,2017,Peng Cui,"Tsinghua University, China",China
icdcs,2017,Raghu Ganti,"IBM T J Watson Research Center, USA",United States
icdcs,2017,Chung-Wei Hang,"IBM, USA",United States
icdcs,2017,Catholijn Jonker,"Delft University of Technology, Netherlands",Netherlands
icdcs,2017,Anup Kalia,"IBM T. J. Watson Research Center, USA",United States
icdcs,2017,Vana Kalogeraki,"Athens University of Economics and Business, Greece",Greece
icdcs,2017,Sharad Mehrotra,"University of California, Irvine, USA",United States
icdcs,2017,Pradeep Kumar Murukannaiah,"Rochester Institute of Technology, USA",United States
icdcs,2017,Mirco Musolesi,"University College London, UK",United Kingdom
icdcs,2017,Nishanth Sastry,"King’s College London, UK",United Kingdom
icdcs,2017,Murat Sensoy,"Ozyegin University, Turkey",Türkiye
icdcs,2017,Erez Shmueli,"Tel-Aviv University, Turkey",Türkiye
icdcs,2017,Mudhakar Srivatsa,"IBM T.J. Watson Research Center, USA",United States
icdcs,2017,Guangchao Yuan,"Microsoft, USA",United States
icdcs,2017,Zhe Zhang,"IBM Watson, USA",United States
icdcs,2017,Dorian Arnold,"UNM, USA",United States
icdcs,2017,Rong Chang,"IBM, USA",United States
icdcs,2017,Carlos Costa,"IBM, USA",United States
icdcs,2017,Alfredo Cuzzocrea,"University of Trieste, Italy",Italy
icdcs,2017,Garth Gibson,"CMU, USA",United States
icdcs,2017,Tahsin Kurc,"SBU, USA",United States
icdcs,2017,Qing Liu,"NJIT, USA",United States
icdcs,2017,Xuanzhe Liu,"Peking University, China",China
icdcs,2017,Heiko Ludwig,"IBM, USA",United States
icdcs,2017,Carlos Maltzahn,"UCSC, USA",United States
icdcs,2017,Nagapramod Mandagere,"IBM, USA",United States
icdcs,2017,Manish Parashar,"Rutgers, USA",United States
icdcs,2017,Yang Song,"IBM, USA",United States
icdcs,2017,Matthew Wolf,"Oak Ridge National Lab., USA",United States
icdcs,2017,Pengcheng Xiong,"Hortonworks, USA",United States
icdcs,2017,Pingpeng Yuan,"Huazhong University of Science and Technology, China",China
icdcs,2017,Fan Zhang,"IBM, USA",United States
icdcs,2017,Yiming Zhang,"National University of Defense Technology, China",China
icdcs,2017,Xiaomin Zhu,"National University of Defense University, China",China
icdcs,2017,Kun Bai,"IBM TJ Watson Research Center, USA",United States
icdcs,2017,Bhuvan Bamba,"Oracle, USA",United States
icdcs,2017,Anu Bourgeois,"Georgia State University, USA",United States
icdcs,2017,Umesh Deshpande,"IBM, USA",United States
icdcs,2017,Xiaoning Ding,"New Jersey Institute of Technology, USA",United States
icdcs,2017,Vijay Gopalakrishnan,"AT&T Labs – Research, USA",United States
icdcs,2017,Yang Guo,"NIST, USA",United States
icdcs,2017,Kisung Lee,"Louisiana State University, USA",United States
icdcs,2017,Qi Li,"Tsinghua University, China",China
icdcs,2017,Fei Li,"George Mason University, USA",United States
icdcs,2017,Yao Liu,"SUNY Binghamton, USA",United States
icdcs,2017,Lukas Rupprecht,"Imperial College London, UK",United Kingdom
icdcs,2017,Aki-Hiro Sato,"Kyoto University, Japan",Japan
icdcs,2017,Viswanathan Swaminathan,"Adobe, USA",United States
icdcs,2017,Masashi Toyoda,"University Tokyo, Japan",Japan
icdcs,2017,Qingyang Wang,"Louisiana State University, USA",United States
icdcs,2017,Ting Wang,"Lehigh University, USA",United States
icdcs,2017,Li Xiao,"Michigan State University, USA",United States
icdcs,2017,Weijun Xiao,"Virginia Commonwealth University, USA",United States
icdcs,2017,Jianwei Yin,"Zhejiang University, China",China
icdcs,2017,Gong Zhang,"Oracle Corporation, USA",United States
icdcs,2017,Rui Zhang,"Institute of Information Engineering, Chinese Academy of Sciences, China",China
icdcs,2017,Yanqing Zhang,"Georgia State University, USA",United States
icdcs,2017,Zhao Zhang,"University of Illinois at Chicago, USA",United States
icdcs,2017,Xuan Zhou,"Renmin University of China, China",China
icdcs,2017,Ozalp Babaoglu,"University of Bologna, Italy",Italy
icdcs,2017,Umesh Bellur,"IIT Bombay, India",India
icdcs,2017,Jesus Carretero,"Universidad Carlos III de Madrid, Spain",Spain
icdcs,2017,Frederic Desprez,"INRIA, France",France
icdcs,2017,Dieter Kranzlmüller,"Ludwig-Maximilians-Universitaet Muenchen, Germany",Germany
icdcs,2017,Christine Morin,"INRIA, France",France
icdcs,2017,Thu Nguyen,"Rutgers University, USA",United States
icdcs,2017,Vladimir Vlassov,"Royal Institute of Technology (KTH), Sweden",Sweden
icdcs,2017,Amir Abdolrashidi,"The University of Georgia, USA",United States
icdcs,2017,Cao Bin,"College of Computer Science and Technology, Zhejiang University of Technology, China",China
icdcs,2017,Vinay Boddula,"University of Georgia, USA",United States
icdcs,2017,Arash Fard,"Hewlett Packard Enterprise, USA",United States
icdcs,2017,Rong Ge,"Clemson University, USA",United States
icdcs,2017,Takahiro Hara,"Graduate School of Information Science and Technology, Osaka University, Japan",Japan
icdcs,2017,Kyu Lee,"University of Georgia, USA",United States
icdcs,2017,Wenjia Li,"New York Institute of Technology, USA",United States
icdcs,2017,Xinjian Lu,"East China University of Science and Technology, China",China
icdcs,2017,Shuai Ma,"Beihang University, China",China
icdcs,2017,Rohit Mullangi,"University of Georgia, USA",United States
icdcs,2017,Aibek Musaev,"University of Alabama, USA",United States
icdcs,2017,Surya Nepal,"CSIRO, Australia",Australia
icdcs,2017,Balaji Palanisamy,"University of Pittsburgh, USA",United States
icdcs,2017,Shannon Quinn,"University of Georgia, USA",United States
icdcs,2017,Michael Sheng,"The University of Adelaide, Australia",Australia
icdcs,2017,Varun Soundararajan,"Google, USA",United States
icdcs,2017,Yueshen Xu,"Xidian University, China",China
icdcs,2017,Yun Yang,"Swinburne University of Technology, Australia",Australia
icdcs,2017,Emre Yigitoglu,"Georgia Institute of Technology, USA",United States
icdcs,2017,Nathalie Baracaldo,"IBM Research, USA",United States
icdcs,2017,Suren Byna,"Lawrence Berkeley National Laboratory, USA",United States
icdcs,2017,Toni Collis,"EPCC, UK",United Kingdom
icdcs,2017,Liting Hu,"Florida International University, USA",United States
icdcs,2018,Wei Bai,Microsoft Research Asia,China
icdcs,2018,Theo Benson,Brown University,United States
icdcs,2018,Ivan Bestchastnikh,UBC,Canada
icdcs,2018,Ali R. Butt,Virginia Tech,United States
icdcs,2018,Giuliano Casale,Imperial College London,United Kingdom
icdcs,2018,Ang Chen,Rice University,United States
icdcs,2018,Byung-Gon Chun,Seoul National University,"Korea, Republic of"
icdcs,2018,Paolo Costa,Microsoft Research,United States
icdcs,2018,Colin Dixon,Facebook,United States
icdcs,2018,Patrick Eugster,USI,Switzerland
icdcs,2018,Rodrigo Fonseca,Brown,United States
icdcs,2018,Christos Gkantsidis,Microsoft Research,United States
icdcs,2018,Alexandru Iosup,Delft University of Technology,Netherlands
icdcs,2018,Hani Jamjoom,IBM,United States
icdcs,2018,Xin Jin,Johns Hopkins University,United States
icdcs,2018,Evangelia Kalyvianaki,City University London,United Kingdom
icdcs,2018,Harsha Madhyastha,University of Michigan,United States
icdcs,2018,Changwoo Min,Virginia Tech,United States
icdcs,2018,Richard Mortier,University of Cambridge,United Kingdom
icdcs,2018,KyoungSoo Park,KAIST,"Korea, Republic of"
icdcs,2018,Henry Robinson,Cloudera,United States
icdcs,2018,Eric Rozner,IBM Research,United States
icdcs,2018,Lukas Rupprecht,IBM Research,United States
icdcs,2018,Stefan Schmid,Aalborg University & TU Berlin,Denmark
icdcs,2018,Ioan Stefanovici,Microsoft Research,United States
icdcs,2018,Lalith Suresh,VMware Research,United States
icdcs,2018,Eno Thereska,Amazon,United States
icdcs,2018,Giovanni Toffetti Carughi,ZHAW,Switzerland
icdcs,2018,Chia-Che Tsai,UC Berkeley / Texas A&M,United States
icdcs,2018,Marko Vukolic,IBM Research,United States
icdcs,2018,Yang Wang,The Ohio State University,United States
icdcs,2018,Henry Xu,City University of Hong Kong,Hong Kong
icdcs,2018,Feng Yan,University of Nevada at Reno,United States
icdcs,2018,Jianguo Yao,Shanghai Jiao Tong University,China
icdcs,2018,Mo Sadhogi,"UC Davis, USA",United States
icdcs,2018,Kaiwen Zhang,"TUM, Germany",Germany
icdcs,2018,Nalini Venkatasubramanian,"UC Irvine, USA",United States
icdcs,2018,Vena Kalogeraki,"Athens University of Economics and Business, Greece",Greece
icdcs,2018,Rajesh Bordawekar,"IBM TJ Watson Research Center, USA",United States
icdcs,2018,Vijay Gadepally,"Massachusetts Institute of Technology, USA",United States
icdcs,2018,Bugra Gedik,"Bilkent University, Turkey",Türkiye
icdcs,2018,Tevfik Kosar,"University at Buffalo, USA",United States
icdcs,2018,Yogesh Simmhan,"Indian Institute of Science, India",India
icdcs,2018,Jianfeng Zhan,"Chinese Academy of Sciences, China",China
icdcs,2018,Ce Zhang,"ETH Zurich, Switzerland",Switzerland
icdcs,2018,Karl Aberer,"EPFL, Switzerland",Switzerland
icdcs,2018,Stratis Viglas,"University of Edinburgh, UK",United Kingdom
icdcs,2018,Matthias Weidlich,"Humboldt University, Germany",Germany
icdcs,2018,Avigdor Gal,"Technion – Israel Institute of Technology, Israel",Israel
icdcs,2018,Anisoara Nica,"SAP, Canada",Canada
icdcs,2018,Holger Pirk,"Massachusetts Institute of Technology, USA",United States
icdcs,2018,Vinay Setty,"University of Stavanger, Norway",Norway
icdcs,2018,Meikel Poess,"Oracle, USA",United States
icdcs,2018,Aleksander Aleksander Slominski,"IBM TJ Watson Research Center, USA",United States
icdcs,2018,Valerie Issamy,"INRIA, France",France
icdcs,2018,Tilmann Rabl,"TU Berlin, Germany",Germany
icdcs,2018,Kyumars Sheykh Esmaili,"Nokia Bell Labs, Belgium",Belgium
icdcs,2018,Stefan Manegold,"CWI Amsterdam, Netherlands",Netherlands
icdcs,2018,Yérom-David Bromberg,"University of Rennes, France",France
icdcs,2018,Haibo Chen,"Shanghai Jian Tong University, China",China
icdcs,2018,Mosharaf Chowdhury,"University of Michigan, USA",United States
icdcs,2018,Aleksandar Dragojević,Microsoft Research UK,United Kingdom
icdcs,2018,Ada Gavrilovska,"Georgia Tech, USA",United States
icdcs,2018,Yu Hua,"Huazhong University of Science &Technology, China",China
icdcs,2018,Fabio Kon,"University of São Paulo, Brazil",Brazil
icdcs,2018,Zhenhua Li,"Tsinghua University, China",China
icdcs,2018,Xiaosong Ma,"Qatar Computing Research Institute, Qatar",Qatar
icdcs,2018,Stanko Novakovic,"VMware Research, USA",United States
icdcs,2018,Luis Rodrigues,"Universidade de Lisboa, Portugal",Portugal
icdcs,2018,Mema Roussopoulos,"University of Athens, Greece",Greece
icdcs,2018,Malte Schwartzkopf,"Massachusetts Institute of Technology, USA",United States
icdcs,2018,Liuba Shrira,"Brandeis University, USA",United States
icdcs,2018,Ankit Singla,"ETH Zürich, Switzerland",Switzerland
icdcs,2018,Julinda Stefa,"Sapienza University of Rome, Italy",Italy
icdcs,2018,Ryan Stutsman,"University of Utah, USA",United States
icdcs,2018,Abhishek Verma,"Google, USA",United States
icdcs,2018,Bernard Wong,"University of Waterloo, Canada",Canada
icdcs,2018,Ittai Abraham,VMWare Research,United States
icdcs,2018,Dan Alistarh,IST,
icdcs,2018,Chen Avin,BGU,
icdcs,2018,Borzoo Bonakdarpour,Iowa State University,United States
icdcs,2018,Trevor Brown,Technion,Israel
icdcs,2018,Christian Cachin,IBM Research,Switzerland
icdcs,2018,Ajoy Datta,UNLV,United States
icdcs,2018,Paola Flocchini,University of Ottawa,Canada
icdcs,2018,Seth Gilbert,NUS,
icdcs,2018,Alexey Gotsman,IMDEA,Spain
icdcs,2018,Vincent Gramoli,University of Sydney,Australia
icdcs,2018,Rachid Guerraoui,EPFL,Switzerland
icdcs,2018,Magnus Halldorsson,U of Iceland,Iceland
icdcs,2018,Danny Hendler,Ben Gurion University,Israel
icdcs,2018,Christoph Lenzen,MPI,Germany
icdcs,2018,Alessia Milani,LaBRI,
icdcs,2018,Calvin Newport,Georgetown U,United States
icdcs,2018,Gopal Pandurangan,University of Houston,United States
icdcs,2018,Arpita Patra,Indian Institute of Science Bangalore,India
icdcs,2018,Ami Paz,Technion,Israel
icdcs,2018,Yvonne-Anne Pignolet,ABB,
icdcs,2018,Sergio Rajsbaum,UNAM,Mexico
icdcs,2018,Noam Rinetzki,TAU,
icdcs,2018,Peter Robinson,RHUL,United Kingdom
icdcs,2018,Elad Schiller,Chalmers,Sweden
icdcs,2018,Hsin-Hao Su,UNC Charlotte,United States
icdcs,2018,Lili Su,MIT,United States
icdcs,2018,Jukka Suomela,Aalto U,Finland
icdcs,2018,Amitabh Trehan,Loughborough U,United Kingdom
icdcs,2018,Przemysław Uznański,ETH,Switzerland
icdcs,2018,Ymir Vigfusson,Emory U,United States
icdcs,2018,Yukiko Yamauchi,Kyushu U,Japan
icdcs,2018,Baris Kasikci,University of Michigan,United States
icdcs,2018,Daniel Lohmann,Leibniz Universität Hannover,Germany
icdcs,2018,Endadul Hoque,Florida International University,United States
icdcs,2018,Felicita di Giandomenico,ISTI-CNR,Italy
icdcs,2018,Fernando Pedone,University of Lugano,Switzerland
icdcs,2018,François Taïani,Univ. of Rennes 1-IRISA-ESIR/Inria,France
icdcs,2018,Indranil Gupta,UIUC,United States
icdcs,2018,Lydia Chen,IBM Research Zürich,Switzerland
icdcs,2018,Manos Kapritsos,University of Michigan,United States
icdcs,2018,Michael Lyu,Chinese University of Hong Kong,Hong Kong
icdcs,2018,Mohan Dhawan,IBM Research India,India
icdcs,2018,Natacha Crooks,UT Austin/Cornell University,United States
icdcs,2018,Nosayba El-Sayed,MIT,United States
icdcs,2018,Nuno Neves,University of Lisboa,Portugal
icdcs,2018,Parisa Jalili Marandi,Microsoft Research Cambridge,United Kingdom
icdcs,2018,Patrick Lee,Chinese University of Hong Kong,Hong Kong
icdcs,2018,Pedro Fonseca,University of Washington,United States
icdcs,2018,Roy Friedman,Technion,Israel
icdcs,2018,Saurabh Bagchi,Purdue University,United States
icdcs,2018,Shriram Rajagopalan,IBM T J Watson Research,United States
icdcs,2018,Tianyin Xu,Facebook/UIUC,United States
icdcs,2018,Remzi H. Arpaci-Dusseau,University of Wisconsin-Madison,United States
icdcs,2018,Azer Bestavros,Boston University,United States
icdcs,2018,David Breitgand,IBM Haifa Research Lab,Israel
icdcs,2018,Hao Chen,Amazon,United States
icdcs,2018,Johan Eker,Ericsson Research,Sweden
icdcs,2018,Dick Epema,Delft University of Technology,Netherlands
icdcs,2018,Anshul Gandhi,Stony Brook University,United States
icdcs,2018,Sriram Govindan,Microsoft,United States
icdcs,2018,Jordi Guitart,Universitat Politècnica de Catalunya,Spain
icdcs,2018,Yang Hu,University of Texas at Dallas,United States
icdcs,2018,David Irwin,University of Massachusetts Amherst,United States
icdcs,2018,Canturk Isci,IBM T.J. Watson,United States
icdcs,2018,Pooyan Jamshidi,Carnegie Mellon University,United States
icdcs,2018,James Kempf,Ericsson Research,Sweden
icdcs,2018,Chao Li,Shanghai Jiao Tong University,China
icdcs,2018,Zhenhua Liu,Stony Brook University,United States
icdcs,2018,Rami Melhem,University of Pittsburgh,United States
icdcs,2018,Christine Morin,Inria IRISA,France
icdcs,2018,Thu D. Nguyen,Rutgers University,United States
icdcs,2018,Juan F. Perez,University of Rosario,Argentina
icdcs,2018,Barbara Pernici,Politecnico di Milano,Italy
icdcs,2018,Shaolei Ren,University of California Riverside,United States
icdcs,2018,Sriam Sankar,Facebook,United States
icdcs,2018,Anand Sivasubramaniam,Penn State University,United States
icdcs,2018,Evgenia Smirni,College of William and Mary,United States
icdcs,2018,Malgorzata Steinder,IBM Yorktown Heights,United States
icdcs,2018,Christopher Stewart,Ohio State University,United States
icdcs,2018,Bhuvan Urgaonkar,Pennsylvania State University,United States
icdcs,2018,Carlo Vallati,University of Pisa,Italy
icdcs,2018,Timothy Wood,George Washington University,United States
icdcs,2018,Tarek Abdelzaher,University of Illinois at Urbana Champaign,United States
icdcs,2018,Carlo Alberto Boano,TU Graz,Austria
icdcs,2018,Maurizio Bocca,Bosch Research,United States
icdcs,2018,Octav Chipara,University of Iowa,United States
icdcs,2018,Wan Du,"University of California, Merced",United States
icdcs,2018,Simon Duquennoy,Inria;SICS,France; Sweden
icdcs,2018,Yuan He,Tsinghua University,China
icdcs,2018,Wen Hu,University of New South Wales,Australia
icdcs,2018,Christine Julien,University of Texas at Austin,United States
icdcs,2018,JeongGil Ko,Ajou University,"Korea, Republic of"
icdcs,2018,Linghe Kong,Shanghai Jiao Tong University,China
icdcs,2018,Olaf Landsiedel,Chalmers University,Sweden
icdcs,2018,Nicholas Lane,University College London and Nokia Bell Labs,United Kingdom
icdcs,2018,Mike Chieh-Jan Liang,Microsoft Research,China
icdcs,2018,Luca Mottola,Politecnico di Milano;SICS,Italy; Sweden
icdcs,2018,Mirco Musolesi,University College London,United Kingdom
icdcs,2018,Klara Nahrstedt,University of Illinois at Urbana Champaign,United States
icdcs,2018,Carlo Pinciroli,Worcester Polytechnic Institute,United States
icdcs,2018,Philipp Sommer,ABB,Switzerland
icdcs,2018,Thiemo Voigt,SICS;Uppsala University,Sweden
icdcs,2018,Chenren Xu,Peking University,China
icdcs,2018,I-Ling Yen,University of Texas at Dallas,United States
icdcs,2018,Yuanqing Zheng,The Hong Kong Polytechnic University,Hong Kong
icdcs,2018,Adam Wolisz,TU Berlin,Germany
icdcs,2018,Anders Lindgren,SICS,Sweden
icdcs,2018,Archan Misra,SMU,Singapore
icdcs,2018,Ayon Chakraborthy,NEC Labs Princeton,United States
icdcs,2018,Dimitrios Koutsonikolas,Univ of Buffalo,United States
icdcs,2018,Dirk Kutscher,Huawei,Germany
icdcs,2018,Felix Xiazhou Lin,Purdue,United States
icdcs,2018,Giovanni Pau,UPMC/LIP6,France
icdcs,2018,Giuseppe Bianchi,University of Roma Tor Vergata,Italy
icdcs,2018,Jerome Härri,Eurcom,France
icdcs,2018,Jörg Widmer,IMDEA,Spain
icdcs,2018,Jussi Kangasharju,University of Helsinki,Finland
icdcs,2018,Kai Römer,TU Graz,Austria
icdcs,2018,Lars Wolf,TU Braunschweig,Germany
icdcs,2018,Pan Hui,HKUST,Hong Kong
icdcs,2018,Riku Jäntti,Aalto University,Finland
icdcs,2018,Sampath Rangarajan,NEC Labs America,United States
icdcs,2018,Sasu Tarkoma,University of Helsinki,Finland
icdcs,2018,Teemu Kärkkäinen,TUM,Germany
icdcs,2018,Theodoros Salonidis,IBM Research,United States
icdcs,2018,Xinbing Wang,Shanghai Jiao Tong Univ,China
icdcs,2018,Yingying Chen,Stevens Institute of Tech,United States
icdcs,2018,Rajesh Balan,SMU,Singapore
icdcs,2018,Ramon Caceres,Google,United States
icdcs,2018,Fred Douglis,Vencore Labs,United States
icdcs,2018,Dilma da Silva,Texas A&M University,United States
icdcs,2018,Nigel Davies,Lancaster University,United Kingdom
icdcs,2018,Schahram Dustdar,TU Wien,Austria
icdcs,2018,Grace Lewis,CMU-SEI,United States
