Conference,Year,Name,Institution,Countries
icdcs,2018,Qun Li,College of William and Mary,United States
icdcs,2018,Landon Cox,Duke University,United States
icdcs,2018,Prashant Shenoy,University of Massachusetts Amherst,United States
icdcs,2018,Weisong Shi,Wayne State University,United States
icdcs,2018,Dinesh Verma,IBM Research,United States
icdcs,2018,Yu Xiao,Aalto University,Finland
icdcs,2018,Adam Doupe,Arizona State University,United States
icdcs,2018,Aniket Kate,Purdue University,United States
icdcs,2018,Aurelien Francillion,Eurecom,France
icdcs,2018,Christina Poepper,NYU Abu Dhabi,United Arab Emirates
icdcs,2018,Clementine Maurice,CNRS/IRISA,France
icdcs,2018,Danfeng Yao,Virginia Tech,United States
icdcs,2018,Elena Ferrari,University of Insubria,Italy
icdcs,2018,Erik van der Kouwe,Leiden University,Netherlands
icdcs,2018,Florian Kerschbaum,University of Waterloo,Canada
icdcs,2018,Georgios Portokalidis,Stevens Institute of Technology,United States
icdcs,2018,Guofei Gu,Texas A&M University,United States
icdcs,2018,Konrad Rieck,TU Braunschweig,Germany
icdcs,2018,Magnus Almgren,Chalmers,Sweden
icdcs,2018,Manuel Egele,Boston University,United States
icdcs,2018,Michael Franz,University of California at Irvine,United States
icdcs,2018,Michalis Polychronakis,Stony Brook University,United States
icdcs,2018,Nick Weaver,ICSI,United States
icdcs,2018,Ruediger Kapitza,TU Braunschweig,Germany
icdcs,2018,Stefan Brunthaler,University of Paderborn,Germany
icdcs,2018,Stefan Mangard,TU Graz,Austria
icdcs,2018,Ting Yu,Qatar Computing Research Institute,Qatar
icdcs,2018,Vijay D’Silva,Google,United States
icdcs,2018,Yan Chen,Northwestern University,United States
icdcs,2018,Yanick Fratantonio,Eurecom,France
icdcs,2018,Bjorn de Sutter,Gent,Belgium
icdcs,2018,Kevin Borgolte,UC SB,United States
icdcs,2018,Nathan Dautenhahn,U Penn,United States
icdcs,2018,Thurston Dang,UC Berkeley,United States
icdcs,2018,Adriana Lamnitchi,Univ. of South Florida,United States
icdcs,2018,Andrea Passarella,CNR,
icdcs,2018,Bimal Viswanath,UCSB,United States
icdcs,2018,Bruno Goncalves,New York University,United States
icdcs,2018,Bruno Lepri,FBK,
icdcs,2018,Cecilia Mascolo,University of Cambridge,United Kingdom
icdcs,2018,David Garcia,Complexity Science Hub Vienna,Austria
icdcs,2018,Dionysios Logothetis,Facebook,United States
icdcs,2018,Elizabeth Belding,UCSB,United States
icdcs,2018,Emiliano Decristofaro,UCL,United Kingdom
icdcs,2018,Fabrizio Marozzo,DIMES – University of Calabria,Italy
icdcs,2018,Gareth Tyson,Queen Mary,United Kingdom
icdcs,2018,Haewoon Kwak,QCRI,Qatar
icdcs,2018,Leonardo Maccari,University of Trento,Italy
icdcs,2018,Lucamaria Aiello,Nokia Bell Labs,United States
icdcs,2018,Marco Denadai,University of Trento,Italy
icdcs,2018,Mudhakar Srivatsa,IBM,United States
icdcs,2018,Nicolas Kourtellis,Tefefonica Research,Spain
icdcs,2018,Nishanth Sastry,Kings College,United Kingdom
icdcs,2018,Rijurekha Sen,MPI-SWS,Germany
icdcs,2018,Rossano Schifanella,University of Torino,Italy
icdcs,2018,Stefanie Roos,University of Waterloo,Canada
icdcs,2018,Thorsten Strufe,TU Dresden,Germany
icdcs,2018,Yelena Mejovo,QCRI,Qatar
icdcs,2018,Jeremy Blackburn,University of Alabama Birmingham,United States
icdcs,2018,Sangeetha Seshadri,IBM,United States
icdcs,2018,Dean Hildebrand,Google,United States
icdcs,2018,Benjamin Mercier,Amazon Web Services,United States
icdcs,2018,Roger Barga,Amazon Web Services,United States
icdcs,2018,Gong Zhang,Oracle,United States
icdcs,2018,Shicong Meng,Uber,United States
icdcs,2018,Vijay Gopalakrishnan,AT & T,United States
icdcs,2018,Bhuvan Bamba,Blue Owl Technology,United States
icdcs,2018,Umesh Deshpande,IBM,United States
icdcs,2018,Manish Parashar,Rutgers University,United States
icdcs,2018,Vasily Tarasov,IBM,United States
icdcs,2018,Partha Kanuparthy,Amazon,United States
icdcs,2018,Yasuhiko Kanemasa,Fujitsu,Japan
icdcs,2018,Ioannis Koltsidas,IBM Research Zurich,Switzerland
icdcs,2018,Saritha Arunkumar,"School of Engineering and Mathematical Sciences, City University London;IBM UK Limited",United Kingdom
icdcs,2018,Dipyaman Banerjee,IBM India Private Limited,India
icdcs,2018,Anu Bourgeois,Georgia State University,United States
icdcs,2018,Xiaoning Ding,New Jersey Institute of Technology,United States
icdcs,2018,Ioana Giurgiu,IBM Research – Zurich,Switzerland
icdcs,2018,Tianbo Gu,"University of California, Davis",United States
icdcs,2018,Yang Guo,NIST,United States
icdcs,2018,Kisung Lee,Louisiana State University,United States
icdcs,2018,Shen Li,University of Illinois at Urbana-Champaign,United States
icdcs,2018,Fei Li,George Mason University,United States
icdcs,2018,Qi Li,Tsinghua University,China
icdcs,2018,Yeon-Sup Lim,IBM,United States
icdcs,2018,Irene Manotas,IBM,United States
icdcs,2018,Rolando Martins,University of Porto,Portugal
icdcs,2018,Matteo Migliavacca,University of Kent,United Kingdom
icdcs,2018,Valerio Schiavoni,University of Neuchatel,Switzerland
icdcs,2018,Qingyang Wang,Louisiana State University – Baton Rouge,United States
icdcs,2018,Di Wu,Hunan University,China
icdcs,2018,Li Xiao,Michigan State University,United States
icdcs,2018,Jing Zhao,The Pennsylvania State University,United States
icdcs,2018,Aibek Musaev,The University of Alabama,United States
icdcs,2018,Han Rui,"ICT, Chinese Academy of Sciences",China
icdcs,2018,Katinka Wolter,Free University Berlin,Germany
icdcs,2018,Sara Bouchenak,INSA Lyon,France
icdcs,2018,Dennis Andriesse,VU University Amsterdam,Netherlands
icdcs,2018,Michael Sheng,Macquarie University,Australia
icdcs,2018,Cheng Wang,Penn State University,United States
icdcs,2018,Cigdem Sengul,Nominet,United Kingdom
icdcs,2018,Rong Ge,Clemson University,United States
icdcs,2018,Paolo Romano,INESC,Portugal
icdcs,2018,Kaveh Razavi,Vrije Universiteit Amsterdam,Netherlands
icdcs,2018,Anna Squicciarini,Penn State University,United States
icdcs,2018,Sonia Ben Mokhtar,LIRIS CNRS,France
icdcs,2018,Vinay Boddula,University of Georgia,United States
icdcs,2018,Niklas Carlsson,Linköping University,Sweden
icdcs,2018,Juan Fernando Perez Bernal,Universidad del Rosario,Colombia
icdcs,2018,Carmelo Ragusa,SAP,Germany
icdcs,2018,Kévin Huguenin,University of Lausanne,Switzerland
icdcs,2018,Robert Birke,ABB Research,
icdcs,2018,Ji Xue,Google NYC,United States
icdcs,2018,Yueshen Xu,Xidian University,China
icdcs,2018,Olivier Marin,NYU Shanghai,United States
icdcs,2018,Nathalie Baracaldo,IBM Research,United States
icdcs,2018,Suren Byna,Lawrence Berkeley National Laboratory,United States
icdcs,2018,Jim Dowling,Swedish Institute of Computer Science,Sweden
icdcs,2018,Liting Hu,Florida International University,United States
icdcs,2018,Vana Kalogeraki,Athens University of Economics and Business,Greece
icdcs,2018,Sanjay Madria,Missouri University of Science and Technology,United States
icdcs,2018,Suzanne McIntosh,"NYU Courant Institute, and Cloudera Inc.",United States
icdcs,2018,Aziz Mohaisen,University of Central Florida,United States
icdcs,2018,Balaji Palanisamy,University of Pittsburgh,United States
icdcs,2018,Ivan Rodero,Rutgers University,United States
icdcs,2019,George Amvrosiadis,Carnegie Mellon University,United States
icdcs,2019,Vijay Atluri,Rutgers University,United States
icdcs,2019,Ivan Beschastnikh,University of British Columbia,Canada
icdcs,2019,Sara Bouchenak,INSA Lyon,France
icdcs,2019,Raouf Boutaba,University of Waterloo,Canada
icdcs,2019,Ali Butt,Virginia Tech,United States
icdcs,2019,Rajkumar Buyya,University of Melbourne,Australia
icdcs,2019,Roy Campbell,University of Illinois at Urbana Champaign,United States
icdcs,2019,Giuliano Casale,Imperial College London,United Kingdom
icdcs,2019,Claris Castillo,RENCI at UNC Chapel Hill,United States
icdcs,2019,Dazhao Cheng,University of North Carolina at Charlotte,United States
icdcs,2019,Byung-Gon Chun,Seoul National University,"Korea, Republic of"
icdcs,2019,Yanjie Fu,Missouri S&T,United States
icdcs,2019,David Irwin,University of Massachusetts Amherst,United States
icdcs,2019,Diwakar Krishnamurthy,University of Calgary,Canada
icdcs,2019,Purushottam Kulkarni,IIT Bombay,India
icdcs,2019,John Lange,University of Pittsburgh,United States
icdcs,2019,Qing Li,City University of Hong Kong,Hong Kong
icdcs,2019,Junming Liu,Rutgers University,United States
icdcs,2019,Jens Nimis,Karlsruhe University of Applied Sciences,Germany
icdcs,2019,Eugene Ng,Rice University,United States
icdcs,2019,Balaji Palanisamy,University of Pittsburgh,United States
icdcs,2019,Stefan Schmid,University of Vienna,Austria
icdcs,2019,Supreeth Shastri,University of Texas at Austin,United States
icdcs,2019,Yan Shi,University of Wisconsin Platteville,United States
icdcs,2019,Dilma Da Silva,Texas A&M University,United States
icdcs,2019,Stefan Tai,TU Berlin,Germany
icdcs,2019,Chia-Che Tsai,Texas A&M University,United States
icdcs,2019,Constantine Vitt,Honeywell,United States
icdcs,2019,Feng Wang,Arizona State University,United States
icdcs,2019,Rich Wolski,"University of California, Santa Barbara",United States
icdcs,2019,Zijun Yao,Rutgers University,United States
icdcs,2019,Zhongnan Zhang,Xiamen University,China
icdcs,2019,Karl Aberer,Ecole Polytechnique Federale de Lausanne,Switzerland
icdcs,2019,Gagan Agrawal,The Ohio State University,United States
icdcs,2019,Rajesh Bordawekar,IBM,United States
icdcs,2019,Wenguang Chen,Tsinghua University,China
icdcs,2019,Khuzaima Daudjee,University of Waterloo,Canada
icdcs,2019,Alin Dobra,University of Florida,United States
icdcs,2019,Vijay Gadepally,Massachusetts Institute of Technology,United States
icdcs,2019,Bugra Gedik,Bilkent University,Türkiye
icdcs,2019,Yihua Huang,Nanjing University,China
icdcs,2019,Jianxin Li,University of Western Australia,Australia
icdcs,2019,Yingshu Li,Georgia State University,United States
icdcs,2019,Peter Pietzuch,Imperial College London,United Kingdom
icdcs,2019,Huasong Shan,JD.com American Technologies Corporation,United States
icdcs,2019,Oded Shmueli,Technion Israel Institute of Technology,Israel
icdcs,2019,Yogesh Simmhan,Indian Institute of Science,India
icdcs,2019,Chaokun Wang,Tsinghua University,China
icdcs,2019,Hong Xu,City University of Hong Kong,Hong Kong
icdcs,2019,Jianliang Xu,Hong Kong Baptist University,Hong Kong
icdcs,2019,Ge Yu,Northeastern University,United States
icdcs,2019,Jianfeng Zhan,"Institute of Computing Technology, Chinese Academy of Sciences",China
icdcs,2019,Justin Zhan,University of Nevada Las Vegas,United States
icdcs,2019,Wenjie Zhang,The University of New South Wales,Australia
icdcs,2019,Ying Zhang,"University of Technology, Sydney",Australia
icdcs,2019,Stergios Anastasiadis,Univeristy of Ioannina,Greece
icdcs,2019,Yerom-David Bromberg,University of Rennes,France
icdcs,2019,Feng Chen,Louisiana State University,United States
icdcs,2019,Kshitij Doshi,Intel Corporation,United States
icdcs,2019,Deke Guo,National University of Defense Technology,China
icdcs,2019,Yang Hu,University of Texas at Dallas,United States
icdcs,2019,Yu Hua,Huazhong University of Science and Technology,China
icdcs,2019,Hans-Arno Jacobsen,University of Toronto,Canada
icdcs,2019,Asheesh Kolli,The Pennsylvania State University,United States
icdcs,2019,Zhenhua Li,Tsinghua University,China
icdcs,2019,Peter R. Pietzuch,Imperial College London,United Kingdom
icdcs,2019,Jia Rao,The University of Texas at Arlington,United States
icdcs,2019,Luis E. T. Rodrigues,Universidade de Lisboa,Portugal
icdcs,2019,Mema Roussopoulos,University of Athens,Greece
icdcs,2019,Malte Schwarzkopf,Massachusetts Institute of Technology,United States
icdcs,2019,Liuba Shrira,Brandeis University,United States
icdcs,2019,Julinda Stefa,Sapienza University of Rome,Italy
icdcs,2019,Suresh Subramaniam,George Washington University,United States
icdcs,2019,Mustafa Uysal,Google Inc.,United States
icdcs,2019,Wei Wang,Hong Kong University of Science & Technology,Hong Kong
icdcs,2019,Bernard Wong,University of Waterloo,Canada
icdcs,2019,Jianguo Yao,Shanghai Jiao Tong University,China
icdcs,2019,Wolfgang Bein,University of Nevada,United States
icdcs,2019,Hans-Joachim Boeckenhauer,ETH Zurich,Switzerland
icdcs,2019,Bonakdarpour Borzoo,Iowa State University,United States
icdcs,2019,Mihaela Cardei,Florida Atlantic University,United States
icdcs,2019,Yixin Cao,Hong Kong Poly University,Hong Kong
icdcs,2019,Sriram Chellappan,University of South Florida,United States
icdcs,2019,Siyao Cheng,Harbin Institute of Technology,China
icdcs,2019,Bhaskar Dasgupta,University of Illinois at Chicago,United States
icdcs,2019,Hongwei Du,Harbin Institute of Technology,China
icdcs,2019,Thomas R. Erlebach,University of Leicester,United Kingdom
icdcs,2019,Paola Flocchini,University of Ottawa,Canada
icdcs,2019,Yiluo Fu,Shanghai Jiao Tong University,China
icdcs,2019,Danny Hendler,Ben Gurion University,Israel
icdcs,2019,Yuan Hong,Illinois Institute of Technology,United States
icdcs,2019,Sun-Yuan Hsieh,National Chengkung University,"Taiwan, Province of China"
icdcs,2019,Kazuo Iwama,Kyoto University,Japan
icdcs,2019,Lei Jiao,University of Oregon,United States
icdcs,2019,Jason Jue,University of Texas at Dallas,United States
icdcs,2019,Minming Li,City University of Hong Kong,Hong Kong
icdcs,2019,Wei Li,Georgia State University,United States
icdcs,2019,Benyuan Liu,Boston University,United States
icdcs,2019,Liran Ma,Texas Christian University,United States
icdcs,2019,Manki Min,Louisiana Tech University,United States
icdcs,2019,Zevi Miller,Miami University,United States
icdcs,2019,Viet Hung Nguyen,Sorbonne Universite,France
icdcs,2019,Gopal Pandurangan,University of Houston,United States
icdcs,2019,Xiaoming Sun,Chinese Academy of Sciences,China
icdcs,2019,Jiliang Wang,Tsinghua University,China
icdcs,2019,Wenye Wang,North Carolina State University,United States
icdcs,2019,Wei Wei,Xian University of Technology,China
icdcs,2019,Avani Wildani,Emory University,United States
icdcs,2019,Yang Xiao,University of Alabama,United States
icdcs,2019,Yukiko Yamauchi,Kyushu University,Japan
icdcs,2019,Zhang Zhao,Zhejiang Normal University,China
icdcs,2019,Emmanuelle Anceaume,CNRS / IRISA,France
icdcs,2019,Antonio Casimiro,Universidade de Lisboa,Portugal
icdcs,2019,Quan Chen,Guangdong University of Technology,China
icdcs,2019,Natacha Crooks,The University of Texas at Austin,United States
icdcs,2019,Mohan Dhawan,IBM,United States
icdcs,2019,Felicita Di Giandomenico,ISTI-CNR,Italy
icdcs,2019,Elias Duarte,Federal University of Parana,Brazil
icdcs,2019,Christof Fetzer,TU Dresden,Germany
icdcs,2019,Pedro Fonseca,Purdue University,United States
icdcs,2019,Roy Friedman,Technion - Israel Institute of Technology,Israel
icdcs,2019,Xiaowen Gong,Auburn University,United States
icdcs,2019,Meng Han,Kennesaw State University,United States
icdcs,2019,Zaobo He,Miami University,United States
icdcs,2019,Yan Huo,Beijing Jiaotong University,China
icdcs,2019,Baris Kasikci,University of Michigan,United States
icdcs,2019,Donghyun Kim,Kennesaw State University,United States
icdcs,2019,Zaixin Lu,Washington State University Vancouver,United States
icdcs,2019,Nuno Neves,Faculdade de Ciencias da Universidade de Lisboa,Portugal
icdcs,2019,Fernando Pedone,University of Lugano,Switzerland
icdcs,2019,Sebastiano Peluso,Amazon Web Services,United States
icdcs,2019,Devesh D Tiwari,Northeastern University,United States
icdcs,2019,Tatsuhiro Tsuchiya,Osaka University,Japan
icdcs,2019,Shengling Wang,Beijing Normal University,China
icdcs,2019,Kuai Xu,Arizona State University,United States
icdcs,2019,Zhisheng Yan,Georgia State University,United States
icdcs,2019,Qing Yang,University of North Texas,United States
icdcs,2019,Lei Yang,"University of Nevada, Reno",United States
icdcs,2019,Lei Yu,IBM T.J Waston Research Center,United States
icdcs,2019,Dongxiao Yu,Shandong University,China
icdcs,2019,Xu Zheng,University of Science and Technology of China,China
icdcs,2019,Haojin Zhu,Shanghai Jiao Tong University,China
icdcs,2019,Murali Annavaram,USC,United States
icdcs,2019,Daniel Ahn,University of Pittsburgh,United States
icdcs,2019,David Breitgand,IBM Haifa Research Lab,Israel
icdcs,2019,Zhichao Cao,Tsinghua University,China
icdcs,2019,Niklas Carlsson,Linkoping University,Sweden
icdcs,2019,Hojung Cha,Yonsei University,"Korea, Republic of"
icdcs,2019,Young-June Choi,Ajou University,"Korea, Republic of"
icdcs,2019,Mianxiong Dong,Mororan Institute of Technology,Japan
icdcs,2019,Dick Epema,Delft University of Technology,Netherlands
icdcs,2019,Xiao Fu,Nanjing University of Posts and Telecommunications,China
icdcs,2019,Yu Gu,Hefei University of Technology,China
icdcs,2019,Jordi Guitart,Universitat Politecnica de Catalunya,Spain
icdcs,2019,Wenzhong Guo,Fuzhou University,China
icdcs,2019,Biao Han,National University of Defense Technology,China
icdcs,2019,Mohammad A. Hoque,University of Helsinki,Finland
icdcs,2019,Susumu Ishihara,Shizuoka University,Japan
icdcs,2019,Yusheng Ji,NII,Japan
icdcs,2019,Kyungtae Kang,Hanyang University,"Korea, Republic of"
icdcs,2019,Joongheon Kim,CAU,"Korea, Republic of"
icdcs,2019,Shigetomo Kimura,University of Tsukuba,Japan
icdcs,2019,Ruidong Li,NICT,Japan
icdcs,2019,Zetao Li,Xiangtan University,China
icdcs,2019,Fangming Liu,Huazhong University of Science and Technology,China
icdcs,2019,Yunhao Liu,Tsinghua University,China
icdcs,2019,Zhi Liu,Shizuoka University,Japan
icdcs,2019,Rami Melhem,University of Pittsburgh,United States
icdcs,2019,Gabriele Mencagli,University of Pisa,Italy
icdcs,2019,Thu D. Nguyen,Rutgers University,United States
icdcs,2019,Yang Panglong,University of Science and Technology of China,China
icdcs,2019,Juan F. Perez,University of Rosario,Argentina
icdcs,2019,Shaolei Ren,University of California Riverside,United States
icdcs,2019,Heejun Roh,Korea University,"Korea, Republic of"
icdcs,2019,Evgenia Smirni,College of William and Mary,United States
icdcs,2019,Christopher Stewart,Ohio State University,United States
icdcs,2019,Haisheng Tan,University of Science and Technology of China,China
