Conference,Year,Title,Predominant Continent,Institutions
ccgrid,2023,"Enabling Fast, Effective Visualization of Voluminous Gridded Spatial Datasets.",NA,Colorado State University; Colorado State University; Colorado State University; Colorado State University
ccgrid,2023,Mixed Precision Based Parallel Optimization of Tensor Mathematical Operations on a New-generation Sunway Processor.,AS,East China Normal University; East China Normal University; East China Normal University; East China Normal University; East China Normal University
ccgrid,2023,Scheduling DNN Inferencing on Edge and Cloud for Personalized UAV Fleets.,AS,Indian Institute of Science Bangalore; Indian Institute of Science Bangalore; Indian Institute of Science Bangalore
ccgrid,2023,Serverless Approach to Sensitivity Analysis of Computational Models.,EU,University of Sheffield; Insigneo; University of Sheffield; Insigneo; University of Sheffield; Insigneo; University of Sheffield; Insigneo
ccgrid,2023,Speaker recognition system of flexible throat microphone using contrastive learning.,AS,University of Jinan; University of Jinan; University of Jinan; University of Jinan; University of Jinan
ccgrid,2023,Towards Improving Reverse Time Migration Performance by High-speed Lossy Compression.,NA,University of Iowa; University of Alabama at Birmingham; Argonne National Laboratory; University of Iowa; Saudi Aramco (Saudi Arabia); Saudi Aramco (Saudi Arabia); University of Iowa
ccgrid,2023,Use of Cost Surface Analysis and Stream Order Analysis for Computing Shortest Paths.,AS,"Birla Institute of Technology and Science, Pilani"
ccgrid,2023,WiDual: User Identified Gesture Recognition Using Commercial WiFi.,AS,Shanghai University of Engineering Science; Anhui Normal University; Shanghai University of Engineering Science; Anhui Normal University; Shanghai University of Engineering Science; Shanghai University of Engineering Science; Shanghai University of Engineering Science; Shanghai University of Engineering Science
ccgrid,2023,CCGRID 2023: A Holistic Approach to Inclusion and Belonging.,AS,"Indiana University Bloomington; Indian Institute of Technology Kanpur; International Institute of Information Technology Bangalore; Indian Institute of Technology Guwahati; Indian Institute of Science Bangalore; San Diego Supercomputer Center; University of California, San Diego; Microsoft Research (India)"
ccgrid,2024,FBTuner: A Feedback-Directed Approach for Safe Mixed-Precision Tuning.,NA,University of Utah; University of Utah
ccgrid,2024,A Bandwidth-Optimal All-to-All Communication in Two-Dimensional Fully Connected Network.,AS,"Nippon Soken (Japan); The Graduate University for Advanced Studies, SOKENDAI; National Institute of Advanced Industrial Science and Technology; Nippon Soken (Japan); The Graduate University for Advanced Studies, SOKENDAI"
ccgrid,2024,AppSteer: Framework for Improving Multicore Scalability of Network Functions via Application-aware Packet Steering.,AS,Indian Institute of Technology Bombay; Indian Institute of Technology Bombay; Indian Institute of Technology Bombay; IBM Research - India; Indian Institute of Technology Bombay
ccgrid,2024,CMB: A Configurable Messaging Benchmark to Explore Fine-Grained Communication.,NA,Sandia National Laboratories; Sandia National Laboratories; Sandia National Laboratories; Sandia National Laboratories; Sandia National Laboratories; University of New Mexico
ccgrid,2024,FTTN: Feature-Targeted Testing for Numerical Properties of NVIDIA & AMD Matrix Accelerators.,NA,University of Utah; Pacific Northwest National Laboratory; Pacific Northwest National Laboratory; Pacific Northwest National Laboratory; Lawrence Livermore National Laboratory; University of Utah
ccgrid,2024,PireSPM: Efficient and Recoverable Secure Persistent Memory for Multi-cores.,AS,Xiamen University; Xiamen University; Xiamen University; Alibaba Group (United States); Alibaba Group (United States); Alibaba Group (United States)
ccgrid,2024,Towards Better QoS and Lower Costs of P4 EIP Gateway at the Edge.,AS,China Telecom; China Telecom (China); China Telecom; China Telecom (China); China Telecom; China Telecom (China); China Telecom; China Telecom (China); China Telecom; China Telecom (China); China Telecom (China); China Telecom
ccgrid,2024,Causality Enhanced Graph Representation Learning for Alert-Based Root Cause Analysis.,AS,Tsinghua University; Tsinghua University; Computer Network Information Center; Chinese Academy of Sciences; Stony Brook University; eBay (Ireland); eBay (Ireland); Computer Network Information Center; Chinese Academy of Sciences; Tsinghua University
ccgrid,2024,COTuner: Joint Optimization of Resource Configuration and Software Parameters for Recurring Streaming Jobs on the Cloud.,AS,Anhui University; Anhui University; Anhui University; Anhui University; Anhui University; Anhui University; Anhui University
ccgrid,2024,Elasticity in a Task-based Dataflow Runtime Through Inter-node GPU Work Stealing.,OC,National Computational Infrastructure; Australian National University
ccgrid,2024,"Fair, Efficient Multi-Resource Scheduling for Stateless Serverless Functions with Anubis.",NA,University of Utah; University of Utah
ccgrid,2024,HUILLY: A Non-Blocking Ingestion Buffer for Timestepped Simulation Analytics.,EU,Technical University of Munich; Huawei German Research Center; Sapienza University of Rome; Huawei German Research Center; Technical University of Munich; University of Rome Tor Vergata
ccgrid,2024,Improving the Efficiency of Serverless Computing via Core-Level Power Management.,AS,Shanghai Jiao Tong University; Shanghai Jiao Tong University; Shanghai Jiao Tong University; Shanghai Jiao Tong University; Shanghai Jiao Tong University; Shanghai Jiao Tong University; Shanghai Jiao Tong University; Shanghai Jiao Tong University
ccgrid,2024,SLO-Power: SLO and Power-aware Elastic Scaling for Web Services.,NA,University of Massachusetts Amherst; Amherst College; Amherst College; University of Massachusetts Amherst; Amherst College; University of Massachusetts Amherst; Amherst College; University of Massachusetts Amherst; Chalmers University of Technology; University of Massachusetts Amherst; Amherst College
ccgrid,2024,SweetspotVM: Oversubscribing CPU without Sacrificing VM Performance.,EU,"Laboratoire d'Automatique, Génie Informatique et Signal"
ccgrid,2024,A Hybrid Solution to Provide End-to-End Flow Control and Congestion Management in High-Performance Interconnection Networks.,EU,University of Castilla-La Mancha; University of Castilla-La Mancha; University of Castilla-La Mancha; University of Castilla-La Mancha; Huawei Technologies (China); Huawei Technologies (China); Huawei Technologies (China); Real Academia Española
ccgrid,2024,vASP: Full VM Life-cycle Protection Based on Active Security Processor Architecture.,AS,Institute of Information Engineering; Chinese Academy of Sciences; Institute of Information Engineering; Chinese Academy of Sciences; Institute of Information Engineering; Chinese Academy of Sciences; Institute of Information Engineering; Chinese Academy of Sciences; Institute of Information Engineering; Chinese Academy of Sciences; Institute of Information Engineering; Chinese Academy of Sciences
ccgrid,2024,Workload-Aware Live Migratable Cloud Instance Detector.,AS,Kookmin University; Kookmin University; Kookmin University
ccgrid,2024,A Clustering-Oriented Method for Open-Domain Named Entity Recognition.,AS,China University of Geosciences; China University of Geosciences; China University of Geosciences; China University of Geosciences; China University of Geosciences
ccgrid,2024,Accelerating Large Language Model Training with Hybrid GPU-based Compression.,NA,The Ohio State University; The Ohio State University; The Ohio State University; The Ohio State University; The Ohio State University; The Ohio State University; The Ohio State University; The Ohio State University
ccgrid,2024,Brug: An Adaptive Memory (Re-)Allocator.,EU,Leiden University; Leibniz University Hannover
ccgrid,2024,Apodotiko: Enabling Efficient Serverless Federated Learning in Heterogeneous Environments.,EU,Technical University of Munich; Technical University of Munich; Technical University of Munich; Huawei Technologies (Germany); Technical University of Munich
ccgrid,2024,DeepVM: Integrating Spot and On-Demand VMs for Cost-Efficient Deep Learning Clusters in the Cloud.,AS,Sogang University; Sogang University; Sogang University; Sogang University; Oak Ridge National Laboratory; Electronics and Telecommunications Research Institute; Electronics and Telecommunications Research Institute; Electronics and Telecommunications Research Institute; Electronics and Telecommunications Research Institute; Sogang University
ccgrid,2024,Dual Adaptive Compression for Efficient Communication in Heterogeneous Federated Learning.,AS,Hohai University; Ministry of Water Resources of the People's Republic of China; Hohai University; Hohai University; Hohai University; Hohai University; Ministry of Water Resources of the People's Republic of China; Temple University
ccgrid,2024,Efficient Data-Parallel Continual Learning with Asynchronous Distributed Rehearsal Buffers.,NA,Argonne National Laboratory; University of Chicago; Argonne National Laboratory
ccgrid,2024,Federated Semi-Supervised Learning with Local and Global Updating Frequency Optimization.,AS,University of Science and Technology of China; University of Science and Technology of China; University of Science and Technology of China; University of Science and Technology of China; University of Science and Technology of China
ccgrid,2024,Intelligent Data Source Emission Rate Control for Optimising the Performance of Streaming Applications.,OC,The University of Melbourne; The University of Melbourne; The University of Melbourne
ccgrid,2024,Improved Parallel Application Performance and Makespan by Colocation and Topology-aware Process Mapping.,EU,TU Wien; TU Wien; Université de Bordeaux; Institut Polytechnique de Bordeaux; TU Wien
ccgrid,2024,MDSTGCN : Multi-Scale Dynamic Spatial-Temporal Graph Convolution Network With Edge Feature Embedding for Traffic Forecasting.,AS,Heilongjiang University; Heilongjiang University; Heilongjiang University; Heilongjiang University
ccgrid,2024,Multi-view Negative-Free Contrastive Learning on Adaptive Graph Augmentation.,AS,Hainan University; Hainan University; Hainan University
ccgrid,2024,Tackling Memory Footprint Expansion During Live Migration of Virtual Machines.,NA,Binghamton University; Binghamton University; Binghamton University
ccgrid,2024,Opportunistic Energy-Aware Scheduling for Container Orchestration Platforms Using Graph Neural Networks.,NA,TU Wien; Hewlett-Packard (United States); Hewlett-Packard (United States); Hewlett-Packard (United States); Hewlett-Packard (United States); Hewlett-Packard (United States); TU Wien; TU Wien
ccgrid,2024,Rapid Deployment of DNNs for Edge Computing via Structured Pruning at Initialization.,EU,University of St Andrews; Rakuten (Japan); University of St Andrews
ccgrid,2024,Scheduling with Fully Compressible Tasks: Application to Deep Learning Inference with Neural Network Compression.,EU,"Computer Algorithms for Medicine; Laboratoire d'Informatique, Signaux et Systèmes de Sophia Antipolis; Observatoire de la Côte d’Azur; Université Côte d'Azur; Laboratoire d'Informatique, Signaux et Systèmes de Sophia Antipolis; Computer Algorithms for Medicine; Observatoire de la Côte d’Azur; Université Côte d'Azur; Laboratoire d'Informatique, Signaux et Systèmes de Sophia Antipolis; Computer Algorithms for Medicine; Laboratoire d'Informatique, Signaux et Systèmes de Sophia Antipolis; Centre National de la Recherche Scientifique; Observatoire de la Côte d’Azur; Université Côte d'Azur; Centre National de la Recherche Scientifique; Computer Algorithms for Medicine; Laboratoire d'Informatique, Signaux et Systèmes de Sophia Antipolis; Observatoire de la Côte d’Azur; Université Côte d'Azur"
ccgrid,2024,A Cross-Architecture Evaluation of WebAssembly in the Cloud-Edge Continuum.,EU,University of Luxembourg; University of Luxembourg
ccgrid,2024,A Formal Modeling and Verification Approach for IoT-Cloud Resource-Oriented Applications.,AF,University of Monastir; University of Monastir; IMT Atlantique; Laboratoire des Sciences du Numérique de Nantes; IMT Atlantique; Laboratoire des Sciences du Numérique de Nantes
ccgrid,2024,CNN Training Latency Prediction Using Hardware Metrics on Cloud GPUs.,AS,Kookmin University; Kookmin University
ccgrid,2024,Benchmarking Performance of Various MQTT Broker Implementations in a Compute Continuum.,EU,Technische Universität Braunschweig; Technische Universität Braunschweig; Technische Universität Braunschweig; Universitat Politècnica de Catalunya
ccgrid,2024,Efficient and Budget-Balanced Decentralized Management of Federated Cloud and Edge Providers.,EU,Athens University of Economics and Business; Athens University of Economics and Business; Athens University of Economics and Business
ccgrid,2024,High-throughput Real-time Edge Stream Processing with Topology-Aware Resource Matching.,NA,The University of Texas at San Antonio; Mississippi State University; University of Colorado Colorado Springs; The University of Texas at San Antonio
ccgrid,2024,Jingle: IoT-Informed Autoscaling for Efficient Resource Management in Edge Computing.,NA,University of Minnesota; University of Minnesota; University of Minnesota
ccgrid,2024,Leveraging Multi-Modal Data for Efficient Edge Inference Serving.,NA,University of Minnesota; University of Minnesota; University of Minnesota
ccgrid,2024,MQTT2EdgePeer: a Robust and Scalable Brokerless Peer-to-Peer Edge Middleware for Topic-Based Publish/Subscribe.,,
ccgrid,2024,Is the powersave governor really saving power?,EU,École Polytechnique Fédérale de Lausanne; École Polytechnique Fédérale de Lausanne
ccgrid,2024,Multi-Objective Optimization for Joint Task Scheduling and Data Placement in Edge-based AIoT Systems: A Learning-Based Approach.,AS,Anhui University; Deakin University; Anhui University; Anhui University; Anhui University; Anhui University
ccgrid,2024,SMART: Serverless Module Analysis and Recognition Technique for Managed Applications.,AS,Ben-Gurion University of the Negev; Ben-Gurion University of the Negev; Ben-Gurion University of the Negev; Ben-Gurion University of the Negev; Ben-Gurion University of the Negev; Ben-Gurion University of the Negev; Ben-Gurion University of the Negev
ccgrid,2024,Preserving Near-Optimal Gradient Sparsification Cost for Scalable Distributed Deep Learning.,AS,Electronics and Telecommunications Research Institute; Ajou University
ccgrid,2024,STRonG: System Topology Risk Analysis on Graphs.,,
ccgrid,2024,"A Multi-Level, Multi-Scale Visual Analytics Approach to Assessment of Multifidelity HPC Systems.",NA,"University of California, Davis; Argonne Leadership Computing Facility; Argonne National Laboratory; Argonne Leadership Computing Facility; Argonne National Laboratory; Argonne Leadership Computing Facility; Argonne National Laboratory; Argonne Leadership Computing Facility; Argonne National Laboratory; Argonne Leadership Computing Facility; Argonne National Laboratory; University of California, Davis"
ccgrid,2024,BlueJay: A Platform to Quantifying the Impact of Memory Latency on Datacenter Application Performance.,AS,Zhejiang University; Zhejiang University; Alibaba Group (United States); Zhejiang University; Zhejiang University; Zhejiang University; Alibaba Group (United States); Alibaba Group (United States); Alibaba Group (United States); Zhejiang University; Zhejiang University
ccgrid,2024,TacVar: Tackling Variability in Short-Interval Timing Measurements on X86 Processors.,AS,Shanghai Jiao Tong University; Shanghai Jiao Tong University
ccgrid,2024,CINDA: Don't Ignore Instructions When Cloning Memory Access Behavior.,AS,Zhejiang University; Zhejiang University; Zhejiang University; Zhejiang University; Zhejiang University; Alibaba Group (United States); Alibaba Group (United States); Zhejiang University; Zhejiang University; Zhejiang University
ccgrid,2024,HAPPIES: a History-Aware Efficient Cloud Resource Overcommitment System.,AS,Institute of Computing Technology; Institute of Computing Technology; Institute of Computing Technology; Institute of Computing Technology; Institute of Computing Technology; Institute of Computing Technology; Institute of Computing Technology
ccgrid,2024,Demystifying Swarm Learning: An Emerging Decentralized Federated Learning System.,AS,Peking University; Beijing Academy of Artificial Intelligence; Peking University; Peking University; Peking University; Beijing Academy of Artificial Intelligence; Peking University
ccgrid,2024,TianheStar: Orchestrating SSSP Applications on Tianhe Supercomputer.,AS,National University of Defense Technology; National University of Defense Technology; National University of Defense Technology; National University of Defense Technology; National University of Defense Technology; National University of Defense Technology
ccgrid,2024,XFBench: A Cross-Cloud Benchmark Suite for Evaluating FaaS Workflow Platforms.,AS,Indian Institute of Science Bangalore; Indian Institute of Science Bangalore; Indian Institute of Science Bangalore; Sri Sivasubramaniya Nadar College of Engineering; Sri Ramachandra Institute of Higher Education and Research; Sri Sivasubramaniya Nadar College of Engineering; Sri Ramachandra Institute of Higher Education and Research; Sri Sivasubramaniya Nadar College of Engineering; Sri Ramachandra Institute of Higher Education and Research; Sri Sivasubramaniya Nadar College of Engineering; Sri Ramachandra Institute of Higher Education and Research; Sri Sivasubramaniya Nadar College of Engineering; Sri Ramachandra Institute of Higher Education and Research; Sri Sivasubramaniya Nadar College of Engineering; Sri Ramachandra Institute of Higher Education and Research; Sri Sivasubramaniya Nadar College of Engineering; Sri Ramachandra Institute of Higher Education and Research; Sri Sivasubramaniya Nadar College of Engineering; Sri Ramachandra Institute of Higher Education and Research; Sri Sivasubramaniya Nadar College of Engineering; Sri Ramachandra Institute of Higher Education and Research; Sri Sivasubramaniya Nadar College of Engineering; Sri Ramachandra Institute of Higher Education and Research; Indian Institute of Technology Ropar; Indian Institute of Science Bangalore
ccgrid,2024,Access-Based Carving of Data for Efficient Reproducibility of Containers.,NA,DePaul University; DePaul University; Lahore University of Management Sciences; DePaul University; SRI International; DePaul University
ccgrid,2024,Dataplug: Unlocking extreme data analytics with on-the-fly dynamic partitioning of unstructured data.,EU,Universitat Rovira i Virgili; Universitat Rovira i Virgili; Universitat Rovira i Virgili
ccgrid,2024,HeROcache: Storage-Aware Scheduling in Heterogeneous Serverless Edge - The Case of IDS.,EU,Institut de Recherche Technologique B-com; École nationale supérieure de techniques avancées Bretagne; Université de Bretagne Occidentale; Université de Bretagne Occidentale; École nationale supérieure de techniques avancées Bretagne; Institut de Recherche Technologique B-com; Institut de Recherche en Informatique et Systèmes Aléatoires; Institut de Recherche Technologique B-com; Institut de Recherche Technologique B-com; Université de Bretagne Occidentale; École nationale supérieure de techniques avancées Bretagne
ccgrid,2024,IDIOMS: Index-powered Distributed Object-centric Metadata Search for Scientific Data Management.,NA,Lawrence Berkeley National Laboratory; Lawrence Berkeley National Laboratory; The Ohio State University
ccgrid,2024,EnC-IoT: An Efficient Encryption and Access Control Framework based on IPFS for Decentralized IoT.,AS,Seoul National University; Seoul National University; Seoul National University of Science and Technology; Seoul National University; Chung-Ang University
ccgrid,2024,ZUFS: Enhancing Stability and Endurance in Mobile Devices with Integrated Zoned Namespaces in Universal Flash Storage.,AS,Xiamen University; Institute of Art; Xiamen University; Xiamen University; Xiamen University; China Electronics Technology Group Corporation
ccgrid,2024,Reviving Storage Systems Education in the 21st Century - An experience report.,EU,Vrije Universiteit Amsterdam; Vrije Universiteit Amsterdam; Vrije Universiteit Amsterdam; Vrije Universiteit Amsterdam
ccgrid,2024,A Preparing Approach to Manipulating Nested Data Structures.,NA,Western Kentucky University; Western Kentucky University
ccgrid,2024,"Workflow Mini-Apps: Portable, Scalable, Tunable & Faithful Representations of Scientific Workflows.",NA,Brookhaven National Laboratory; Brookhaven National Laboratory; Brookhaven National Laboratory; Brookhaven National Laboratory; Brookhaven National Laboratory; Brookhaven National Laboratory
ccgrid,2024,"A Distributed, Asynchronous Algorithm for Large-Scale Internet Network Topology Analysis.",NA,Georgia Institute of Technology; Georgia Institute of Technology; Georgia Institute of Technology
ccgrid,2024,Sub-model Parallelism: A Scale-out Deployment Method for Large Multi-modal DNNs.,AS,Shanghai Jiao Tong University; Shanghai Jiao Tong University; Shanghai Jiao Tong University; Shanghai Jiao Tong University; Shanghai Jiao Tong University; Shanghai Jiao Tong University; Shanghai Jiao Tong University; Shanghai Jiao Tong University
ccgrid,2024,Data Sharing-Aware Algorithms for Task Allocation in Edge Computing Systems.,NA,Wayne State University; Wayne State University
ccgrid,2024,Discovery of Floating-Point Differences Between NVIDIA and AMD GPUs.,NA,University of Utah; Pacific Northwest National Laboratory; Pacific Northwest National Laboratory; Pacific Northwest National Laboratory; Lawrence Livermore National Laboratory; University of Utah
ccgrid,2024,Incorporating Memory Sharing-awareness in Multi-VM Live Migration.,NA,Binghamton University; Binghamton University; Binghamton University
ccgrid,2024,Quantifying and Modeling Irregular MPI Communication.,NA,Emory University; University of New Mexico; University of New Mexico; Tennessee Technological University
ccgrid,2024,Hades: A Context-Aware Active Storage Framework for Accelerating Large-Scale Data Analysis.,NA,Illinois Institute of Technology; Illinois Institute of Technology; Oak Ridge National Laboratory; Oak Ridge National Laboratory; Sandia National Laboratories; Illinois Institute of Technology; Illinois Institute of Technology
ccgrid,2024,Training Computer Scientists for the Challenges of Hybrid Quantum-Classical Computing.,EU,TU Wien; TU Wien; TU Wien; TU Wien; Vienna Center for Quantum Science and Technology; University of Vienna; TU Wien
ccgrid,2024,Power of Insensitivity: Fixing Threshold Truncation of Switch Buffer Management Policies.,AS,National University of Defense Technology; National University of Defense Technology; National University of Defense Technology; National University of Defense Technology; National University of Defense Technology
ccgrid,2024,Towards an Intelligent Framework for Scientific Computational Steering in Big Data Systems.,NA,New Jersey Institute of Technology; New Jersey Institute of Technology
cloud,2012,Logic and lattices for distributed programming.,NA,"Berkeley College; University of California, Berkeley; Berkeley College; University of California, Berkeley; Berkeley College; University of California, Berkeley; Berkeley College; University of California, Berkeley; Portland State University"
cloud,2012,vBalance: using interrupt load balance to improve I/O performance for SMP virtual machines.,AS,University of Hong Kong; University of Hong Kong
cloud,2012,Improving large graph processing on partitioned graphs in the cloud.,AS,Peking University Shenzhen Hospital; Microsoft Research Asia (China); Peking University Shenzhen Hospital; Hong Kong Baptist University; Nanyang Technological University; Peking University Shenzhen Hospital
cloud,2012,Sailfish: a framework for large scale data processing.,EU,Microsoft (Finland); Microsoft (Finland); LinkedIn (United States)
cloud,2012,OS-Sommelier: memory-only operating system fingerprinting in the cloud.,NA,The University of Texas at Dallas; The University of Texas at Dallas; Syracuse University; The University of Texas at Dallas; Syracuse University
cloud,2012,How consistent is your cloud application?,NA,McGill University; McGill University
cloud,2012,Heterogeneity and dynamicity of clouds at scale: Google trace analysis.,NA,"University of California, Berkeley; Carnegie Mellon University; Carnegie Mellon University; University of California, Berkeley; Intel (United States)"
cloud,2012,Using vector interfaces to deliver millions of IOPS from a networked key-value storage server.,NA,Carnegie Mellon University; Intel (United States); Carnegie Mellon University
cloud,2012,Chronos: predictable low latency for data center applications.,NA,"University of California, San Diego; University of California, San Diego; University of California, San Diego; University of California, San Diego; Google (United States); University of California, San Diego"
cloud,2012,Bridging the tenant-provider gap in cloud services.,EU,Microsoft Research (United Kingdom); University of Illinois Urbana-Champaign; Microsoft Research (United Kingdom); Microsoft Research (United Kingdom); Imperial College London; Microsoft Research (United Kingdom); Microsoft Research (United Kingdom)
cloud,2012,Using batteries to reduce the power costs of internet-scale distributed networks.,NA,Pennsylvania State University; University of Massachusetts Amherst; Pennsylvania State University; RTX (United States)
cloud,2012,Zeta: scheduling interactive services with partial execution.,EU,Microsoft Research (United Kingdom); Microsoft Research (United Kingdom); Microsoft Research (United Kingdom); Microsoft Research (United Kingdom)
cloud,2012,Themis: an I/O-efficient MapReduce.,NA,UC San Diego Health System; UC San Diego Health System; UC San Diego Health System; UC San Diego Health System; UC San Diego Health System; Google (United States)
cloud,2012,Cake: enabling high-level SLOs on shared storage systems.,NA,"University of California, Berkeley; University of California, Berkeley; University of California, Berkeley; University of California, Berkeley; University of California, Berkeley"
cloud,2012,Generalized resource allocation for the cloud.,AS,Microsoft Research (India); Microsoft Research (India); Microsoft Research (India)
cloud,2012,Balancing reducer skew in MapReduce workloads using progressive sampling.,NA,Oracle (United States); Oracle (United States); Oracle (United States)
cloud,2012,Probabilistic deduplication for cluster-based storage systems.,,
cloud,2012,All aboard the Databus!: Linkedin's scalable consistent change data capture platform.,NA,LinkedIn (United States); LinkedIn (United States); LinkedIn (United States); LinkedIn (United States); LinkedIn (United States); LinkedIn (United States); LinkedIn (United States); LinkedIn (United States); LinkedIn (United States); LinkedIn (United States); LinkedIn (United States); LinkedIn (United States); LinkedIn (United States); LinkedIn (United States); LinkedIn (United States)
cloud,2012,Untangling cluster management with Helix.,NA,LinkedIn (United States); LinkedIn (United States); LinkedIn (United States); LinkedIn (United States); LinkedIn (United States); LinkedIn (United States); LinkedIn (United States)
cloud,2012,More for your money: exploiting performance heterogeneity in public clouds.,,
cloud,2012,Romano: autonomous storage management using performance prediction in multi-tenant datacenters.,NA,University of Minnesota System; University of Minnesota System
cloud,2012,The potential dangers of causal consistency and an explicit solution.,NA,"University of California, Berkeley; University of Sydney; University of California, Berkeley; University of California, Berkeley; University of California, Berkeley"
cloud,2012,A case for dual stack virtualization: consolidating HPC and commodity applications in the cloud.,NA,University of Pittsburgh; University of Pittsburgh; University of Pittsburgh
cloud,2012,True elasticity in multi-tenant data-intensive compute clusters.,EU,"University of California, Berkeley; Microsoft (Finland); Microsoft (Finland); Microsoft (Finland); University of California, Berkeley"
cloud,2012,alsched: algebraic scheduling of mixed workloads in heterogeneous clouds.,NA,Carnegie Mellon University; Carnegie Mellon University; Carnegie Mellon University; Intel (United States)
cloud,2012,Designing good algorithms for MapReduce and beyond.,NA,Google (United States); University of Washington; Google (United States); University of Washington; Stanford University; Stanford University
cloud,2012,Distributed programming and consistency: principles and practice.,NA,"Berkeley College; University of California, Berkeley; Berkeley College; University of California, Berkeley; Berkeley College; University of California, Berkeley"
cloud,2012,Open source cloud technologies.,,
cloud,2013,Pico replication: a high availability framework for middleboxes.,NA,IBM (United States); University of British Columbia; IBM Research - Thomas J. Watson Research Center; IBM Research - Thomas J. Watson Research Center
cloud,2013,On fault resilience of OpenStack.,NA,University of Michigan–Ann Arbor; University of Michigan–Ann Arbor; Qualcomm (United Kingdom)
cloud,2013,COLO: COarse-grained LOck-stepping virtual machines for non-stop service.,AS,Shanghai Jiao Tong University; Shanghai Jiao Tong University; Shanghai Jiao Tong University; Shanghai Jiao Tong University; Shanghai Jiao Tong University; Shanghai Jiao Tong University
cloud,2013,Hierarchical scheduling for diverse datacenter workloads.,NA,"University of California, Berkeley; University of California, Berkeley; International Computer Science Institute; University of California, Berkeley; University of California, Berkeley; University of California, Berkeley"
cloud,2013,Apache Hadoop YARN: yet another resource negotiator.,NA,Hortonworks (United States); Hortonworks (United States); Microsoft Research (United Kingdom); Hortonworks (United States); Yahoo (United States); Yahoo (United States); Yahoo (United States); Hortonworks (United States); Hortonworks (United States); Hortonworks (United States); Microsoft Research (United Kingdom); Hortonworks (United States); Hortonworks (United States); Meta (Israel); Hortonworks (United States)
cloud,2013,Natjam: design and evaluation of eviction policies for supporting priorities and deadlines in mapreduce clusters.,NA,University of Illinois Urbana-Champaign; Samsung (United States); University of Illinois Urbana-Champaign; University of Illinois Urbana-Champaign; University of Illinois Urbana-Champaign; University of Illinois Urbana-Champaign; Yahoo (United States); Yahoo (United States); University of Illinois Urbana-Champaign
cloud,2013,Small is better: avoiding latency traps in virtualized data centers.,NA,University of Michigan–Ann Arbor; University of Michigan–Ann Arbor; University of Michigan–Ann Arbor; University of Michigan–Ann Arbor
cloud,2013,"Go, server, go!: parallel computing with moving servers.",NA,IBM Research - Almaden; IBM Research - Almaden; IBM Research - Almaden; IBM Research - Almaden; IBM Research - Almaden; IBM Research - Almaden
cloud,2013,Virtual network diagnosis as a service.,,
cloud,2013,jVerbs: ultra-low latency for data center applications.,EU,IBM Research - Zurich; IBM Research - Zurich; IBM Research - Zurich
cloud,2013,Orbe: scalable causal consistency using dependency matrices and physical clocks.,EU,Microsoft Research (United Kingdom)
cloud,2013,Leveraging sharding in the design of scalable replication protocols.,NA,Cornell University; Cornell University; Reykjavík University
cloud,2013,Understanding and mitigating the impact of load imbalance in the memory caching tier.,NA,Purdue University System; Purdue University System
cloud,2013,Limplock: understanding the impact of limpware on scale-out cloud systems.,NA,University of Wisconsin–Madison; University of Chicago; University of Chicago; University of Chicago; University of Chicago
cloud,2013,When the network crumbles: an empirical study of cloud network failures and their impact on services.,NA,Purdue University System; Microsoft Research (United Kingdom)
cloud,2013,vTube: efficient streaming of virtual appliances over last-mile networks.,NA,Carnegie Mellon University; Columbia University; AT&T (United States); Carnegie Mellon University
cloud,2013,Scalable lineage capture for debugging DISC analytics.,EU,Telefonica Research and Development; Illumina (United States)
cloud,2013,Memory-efficient groupby-aggregate using compressed buffer trees.,NA,Georgia Institute of Technology; Carnegie Mellon University; Carnegie Mellon University; Intel (United States); Georgia Institute of Technology; Carnegie Mellon University; Carnegie Mellon University
cloud,2013,Memory footprint matters: efficient equi-join algorithms for main memory data processing.,NA,University of Wisconsin–Madison; University of Wisconsin–Madison
cloud,2013,Scale-up vs scale-out for Hadoop: time to rethink?,EU,Microsoft Research (United Kingdom); Microsoft Research (United Kingdom); Microsoft Research (United Kingdom); Microsoft Research (United Kingdom); Microsoft Research (United Kingdom)
cloud,2013,EventWave: programming model and runtime support for tightly-coupled elastic cloud applications.,NA,Purdue University System; Purdue University System; Purdue University System; Purdue University System; Purdue University System; Google (United States)
cloud,2013,Tolerating business failures in hosted applications.,NA,University of British Columbia; University of British Columbia; University of British Columbia; University of British Columbia; University of British Columbia; University of British Columbia; University of British Columbia; University of British Columbia; University of British Columbia; University of British Columbia; University of British Columbia; University of British Columbia
cloud,2013,Consistency without borders.,NA,Association for Computing Machinery
cloud,2014,Automating Distributed Partial Aggregation.,EU,"University of Maryland, College Park; Microsoft Research (United Kingdom); Microsoft Research (United Kingdom); Microsoft Research (United Kingdom); Microsoft Research (United Kingdom); Microsoft Research (United Kingdom)"
cloud,2014,Reservation-based Scheduling: If You're Late Don't Blame Us!,NA,Microsoft (United States); Microsoft (United States); Microsoft (United States); Microsoft (United States); Microsoft (United States); Microsoft (United States)
cloud,2014,"Transparent, Live Migration of a Software-Defined Network.",NA,University of Illinois Urbana-Champaign; Princeton University; University of Colorado System; University of Colorado System; University of Illinois Urbana-Champaign; Princeton University; Princeton University
cloud,2014,GentleRain: Cheap and Scalable Causal Consistency with Physical Clocks.,,
