Conference,Year,Title,Predominant Continent,Institutions
asplos,2015,Chimera: Collaborative Preemption for Multitasking on a Shared GPU.,NA,University of Michigan; Hongik University; University of Michigan
asplos,2015,Page Placement Strategies for GPUs within Heterogeneous Memory Systems.,NA,University of Michigan; Nvidia (United States); Nvidia (United States); Nvidia (United States); Nvidia (United States)
asplos,2015,On-the-Fly Principled Speculation for FSM Parallelization.,NA,William & Mary; North Carolina State University
asplos,2015,Asynchronized Concurrency: The Secret to Scaling Concurrent Search Data Structures.,EU,École Polytechnique Fédérale de Lausanne; École Polytechnique Fédérale de Lausanne; École Polytechnique Fédérale de Lausanne
asplos,2015,iThreads: A Threading Library for Parallel Incremental Computation.,EU,Max Planck Institute for Software Systems; Max Planck Institute for Software Systems; Carnegie Mellon University; Max Planck Institute for Software Systems; University of Lisbon; Universidade Nova de Lisboa
asplos,2015,NumaGiC: a Garbage Collector for Big Data on Big NUMA Machines.,EU,Centre National de la Recherche Scientifique; Orange (France); Chalmers University of Technology
asplos,2015,FACADE: A Compiler and Runtime for (Almost) Object-Bounded Big Data Applications.,NA,"University of California, Irvine; University of California, Irvine; University of California, Irvine; University of California, Irvine; University of California, Irvine; University of California, Irvine"
asplos,2015,Architectural Support for Dynamic Linking.,NA,Stony Brook University; Stony Brook University; Stony Brook University; Stony Brook University; Stony Brook University
asplos,2016,WiSync: An Architecture for Fast Synchronization through On-Chip Wireless Communication.,NA,University of Illinois Urbana-Champaign; Universitat Politècnica de Catalunya; Universitat Politècnica de Catalunya; University of Illinois Urbana-Champaign
asplos,2016,ReBudget: Trading Off Efficiency vs. Fairness in Market-Based Multicore Resource Allocation via Runtime Budget Reassignment.,NA,Cornell University; Cornell University
asplos,2016,Dirigent: Enforcing QoS for Latency-Critical Tasks on Shared Multicore Systems.,NA,The University of Texas at Austin; The University of Texas at Austin
asplos,2016,Paravirtual Remote I/O.,AS,Technion – Israel Institute of Technology; IBM Research - Haifa; Technion – Israel Institute of Technology; IBM Research - Haifa; IBM Research - Haifa; IBM Research - Haifa; IBM Research - Haifa; Technion – Israel Institute of Technology
asplos,2016,High Performance Packet Processing with FlexNIC.,NA,University of Washington; The University of Texas at Austin; University of Washington; University of Washington; University of Washington
asplos,2016,Specifying and Checking File System Crash-Consistency Models.,NA,University of Washington; University of Washington; University of Washington; University of Washington; University of Washington; University of Washington
asplos,2016,Prudent Memory Reclamation in Procrastination-Based Synchronization.,AS,Indian Institute of Science Bangalore; Indian Institute of Science Bangalore
asplos,2016,Whirlpool: Improving Dynamic Cache Management with Static Data Classification.,NA,Massachusetts Institute of Technology; Massachusetts Institute of Technology; Massachusetts Institute of Technology
asplos,2016,TPC: Target-Driven Parallelism Combining Prediction and Correction to Reduce Tail Latency in Interactive Services.,NA,Microsoft (United States); Microsoft (United States); University of Cambridge; Microsoft (United States); Rice University; Rice University
asplos,2016,How to Build Static Checking Systems Using Orders of Magnitude Less Code.,NA,Stanford University; Stanford University; Stanford University
asplos,2016,TxRace: Efficient Data Race Detection Using Commodity Hardware Transactional Memory.,NA,Virginia Tech; Virginia Tech; Virginia Tech
asplos,2016,CoGENT: Verifying High-Assurance File System Implementations.,OC,Data61; UNSW Sydney; Data61; UNSW Sydney; Data61; UNSW Sydney; Data61; UNSW Sydney; Data61; UNSW Sydney; Data61; UNSW Sydney; Data61; UNSW Sydney; Data61; UNSW Sydney; Data61; UNSW Sydney; UNSW Sydney; Data61; Data61; UNSW Sydney; Data61; UNSW Sydney; Data61; UNSW Sydney; UNSW Sydney; Data61; Data61; UNSW Sydney
asplos,2016,M3: A Hardware/Operating-System Co-Design to Tame Heterogeneous Manycores.,EU,Technische Universität Dresden; Technische Universität Dresden; Technische Universität Dresden; Technische Universität Dresden; Technische Universität Dresden
asplos,2016,Sidewinder: An Energy Efficient and Developer Friendly Heterogeneous Architecture for Continuous Mobile Sensing.,NA,University of Toronto; University of Toronto; University of Toronto; University of Toronto; University of Toronto; University of Toronto; University of Toronto; Huawei Technologies (Canada)
asplos,2016,OpenPiton: An Open Source Manycore Research Framework.,NA,Princeton University; Princeton University; Princeton University; Princeton University; Princeton University; Princeton University; Princeton University; Princeton University; Nvidia (United States); Princeton University; Princeton University; Princeton University
asplos,2016,COATCheck: Verifying Memory Ordering at the Hardware-OS Interface.,NA,"Princeton University; Rutgers, The State University of New Jersey; Princeton University; Rutgers, The State University of New Jersey"
asplos,2016,True IOMMU Protection from DMA Attacks: When Copy is Faster than Zero Copy.,AS,Technion – Israel Institute of Technology; Technion – Israel Institute of Technology; Technion – Israel Institute of Technology
asplos,2016,Silent Shredder: Zero-Cost Shredding for Secure Non-Volatile Main Memory Controllers.,NA,North Carolina State University; Hewlett-Packard (United States); Hewlett-Packard (United States); North Carolina State University; Hewlett-Packard (United States)
asplos,2016,Sego: Pervasive Trusted Metadata for Efficiently Verified Untrusted System Services.,NA,The University of Texas at Austin; Google (United States); Meta (United States); Google (United States); Seattle University; The University of Texas at Austin; The University of Texas at Austin
asplos,2016,Synopsis of the ASPLOS '16 Wild and Crazy Ideas (WACI) Invited-Speakers Session.,AS,Technion – Israel Institute of Technology
asplos,2016,Scaling up Superoptimization.,NA,"University of California, Berkeley; Google (United States); University of Washington; Qualcomm (United States)"
asplos,2016,Lifting Assembly to Intermediate Representation: A Novel Approach Leveraging Compilers.,NA,Intel (United States); Stony Brook University
asplos,2016,Architecture-Adaptive Code Variant Tuning.,NA,University of Utah; University of Utah; University of Utah; Nvidia (United States); Indian Institute of Technology Kanpur
asplos,2016,Scalable Kernel TCP Design and Implementation for Short-Lived Connections.,AS,Tsinghua University; Tsinghua University; Tsinghua University; Tsinghua University; Tsinghua University
asplos,2016,SpaceJMP: Programming with Multiple Virtual Address Spaces.,NA,University of Illinois Urbana-Champaign; Georgia Institute of Technology; ETH Zurich; Hewlett-Packard (United States); ETH Zurich; Hewlett-Packard (United States); University of Illinois Urbana-Champaign; ETH Zurich; Georgia Institute of Technology
asplos,2016,memif: Towards Programming Heterogeneous Memory Asynchronously.,NA,Purdue University West Lafayette; William & Mary; Williams (United States)
asplos,2016,NVWAL: Exploiting NVRAM in Write-Ahead Logging.,AS,Ulsan National Institute of Science and Technology; Ulsan National Institute of Science and Technology; Ulsan National Institute of Science and Technology; Ulsan National Institute of Science and Technology; Hanyang University
asplos,2016,High-Performance Transactions for Persistent Memories.,NA,University of Michigan; American Rock Mechanics Association; University of Michigan; University of Michigan
asplos,2016,High-Density Image Storage Using Approximate Memory Cells.,NA,Nvidia (United States); Microsoft (United States); University of Washington; Microsoft (United States); University of Washington; Microsoft (United States)
